SN,Polymer_SMILES,Solvent_SMILES,Activities,log10(mmol_solvent/g_Polymer),liquid_density_solvent,MW_rdkit,log10MV
999,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.42771,-1.452908827,0.787,32.042,1.609744884
1000,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.48025,-1.403423116,0.787,32.042,1.609744884
1001,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.48518,-1.080810871,0.787,32.042,1.609744884
1002,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.53572,-1.270670978,0.787,32.042,1.609744884
1003,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.57691,-1.145783292,0.787,32.042,1.609744884
1004,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.58822,-0.870208761,0.787,32.042,1.609744884
1005,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.62103,-0.971814845,0.787,32.042,1.609744884
1006,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.66726,-0.928985817,0.787,32.042,1.609744884
1007,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.69016,-0.85212647,0.787,32.042,1.609744884
1008,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.7132,-0.653822907,0.787,32.042,1.609744884
1009,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.72126,-0.835622148,0.787,32.042,1.609744884
1010,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.73051,-0.835622148,0.787,32.042,1.609744884
1011,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.78052,-0.605084557,0.787,32.042,1.609744884
1012,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.80258,-0.587012108,0.787,32.042,1.609744884
1013,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.81099,-0.565838421,0.787,32.042,1.609744884
1014,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,0.8673,-0.435102173,0.787,32.042,1.609744884
1015,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,CO,1,-0.240874684,0.787,32.042,1.609744884
1016,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,ClC(Cl)(Cl)Cl,1,0.041900599,1.583,153.823,1.987540362
1017,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,ClC(Cl)Cl,1,-0.117413198,1.48,119.378,1.906662583
1018,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,ClCCl,1,-0.217253895,1.318,84.933,1.809161054
1019,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)[*])O1,c1ccccc1,1,-0.225253685,0.873,78.114,1.951714634
1020,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)[*])O1,C1CCCCC1,1,-0.300823631,0.773,84.162,2.036936553
1021,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)[*])O1,CC(C)=O,1,-0.387449651,0.784,58.08,1.869710545
1022,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)[*])O1,CCO,1,-0.61420019,0.787,46.069,1.767434053
1023,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)[*])O1,CO,1,-0.773298748,0.787,32.042,1.609744884
1024,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)[*])O1,ClC(Cl)(Cl)Cl,1,-0.111465846,1.583,153.823,1.987540362
1025,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)[*])O1,ClC(Cl)Cl,1,-0.16630717,1.48,119.378,1.906662583
1026,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)[*])O1,ClCCl,1,-0.289574635,1.318,84.933,1.809161054
1027,FC(F)(F)C1(C(F)(F)F)OC(F)([*])C(F)(C2(F)OC(C(F)(F)F)(C(F)(F)F)OC2(F)C(F)(F)C(F)(F)[*])O1,c1ccccc1,1,-0.254217381,0.873,78.114,1.951714634
1028,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(=O)CC(C)C,0.20565,-1.12014929,0.796,100.161,2.099785584
1029,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(=O)CC(C)C,0.32471,-0.824753642,0.796,100.161,2.099785584
1030,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(=O)CC(C)C,0.56035,-0.716706717,0.796,100.161,2.099785584
1031,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(=O)CC(C)C,0.78049,-0.480724808,0.796,100.161,2.099785584
1032,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)=O,0.25277,-0.661942436,0.784,58.08,1.869710545
1033,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)=O,0.31106,-0.528744952,0.784,58.08,1.869710545
1034,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)=O,0.37618,-0.46167531,0.784,58.08,1.869710545
1035,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)=O,0.50206,-0.326526694,0.784,58.08,1.869710545
1036,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)=O,0.60314,-0.277383633,0.784,58.08,1.869710545
1037,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)=O,0.69739,-0.139553022,0.784,58.08,1.869710545
1038,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)O,0.12177,-1.809258857,0.783,60.096,1.885083804
1039,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)O,0.15198,-1.68466016,0.783,60.096,1.885083804
1040,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)O,0.17615,-1.585739147,0.783,60.096,1.885083804
1041,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)O,0.20696,-1.531735885,0.783,60.096,1.885083804
1042,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)O,0.22449,-1.553771641,0.783,60.096,1.885083804
1043,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)O,0.27464,-1.420371387,0.783,60.096,1.885083804
1044,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)O,0.31814,-1.314892691,0.783,60.096,1.885083804
1045,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)=O,0.22797,-0.756004263,0.799,72.107,1.955430648
1046,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)=O,0.29122,-0.633856561,0.799,72.107,1.955430648
1047,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)=O,0.35633,-0.519220128,0.799,72.107,1.955430648
1048,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)=O,0.47725,-0.339937089,0.799,72.107,1.955430648
1049,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)=O,0.64096,-0.160770378,0.799,72.107,1.955430648
1050,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)O,0.13446,-1.760231335,0.802,74.123,1.96577862
1051,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)O,0.1979,-1.568310166,0.802,74.123,1.96577862
1052,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)O,0.31391,-1.426372953,0.802,74.123,1.96577862
1053,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)O,0.4408,-1.281722477,0.802,74.123,1.96577862
1054,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)O,0.60695,-1.106867098,0.802,74.123,1.96577862
1055,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCO,0.13446,-1.539631529,0.787,46.069,1.767434053
1056,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCO,0.18461,-1.431092287,0.787,46.069,1.767434053
1057,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCO,0.25711,-1.289580286,0.787,46.069,1.767434053
1058,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCO,0.33989,-1.134241888,0.787,46.069,1.767434053
1059,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCO,0.49095,-0.997229672,0.787,46.069,1.767434053
1060,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCO,0.60695,-0.901389111,0.787,46.069,1.767434053
1061,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.13688,-1.547221603,0.787,32.042,1.609744884
1062,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.23718,-1.368686728,0.787,32.042,1.609744884
1063,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.25047,-1.305084098,0.787,32.042,1.609744884
1064,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.30726,-1.221932283,0.787,32.042,1.609744884
1065,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.40817,-1.05859836,0.787,32.042,1.609744884
1066,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.51753,-1.022037306,0.787,32.042,1.609744884
1067,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.69456,-0.810062317,0.787,32.042,1.609744884
1068,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccc(C)cc1,0.47342,-0.892766387,0.858,106.168,2.092506348
1069,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccc(C)cc1,0.59617,-0.665284587,0.858,106.168,2.092506348
1070,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccc(C)cc1,0.70351,-0.588114076,0.858,106.168,2.092506348
1071,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccc(C)cc1,0.74607,-0.526550111,0.858,106.168,2.092506348
1072,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccc(C)cc1,0.7948,-0.488665893,0.858,106.168,2.092506348
1073,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccc(C)cc1,0.81084,-0.427830291,0.858,106.168,2.092506348
1074,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccccc1,0.32845,-0.759018371,0.865,92.141,2.027436814
1075,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccccc1,0.36423,-0.680634744,0.865,92.141,2.027436814
1076,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccccc1,0.46663,-0.581714815,0.865,92.141,2.027436814
1077,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccccc1,0.51351,-0.432506258,0.865,92.141,2.027436814
1078,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccccc1,0.6301,-0.353568213,0.865,92.141,2.027436814
1079,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.25258,-0.657319739,0.873,78.114,1.951714634
1080,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.27047,-0.620400168,0.873,78.114,1.951714634
1081,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.40186,-0.357512091,0.873,78.114,1.951714634
1082,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.50488,-0.251091176,0.873,78.114,1.951714634
1083,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.62085,-0.091444493,0.873,78.114,1.951714634
1084,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.62331,-0.061116421,0.873,78.114,1.951714634
1085,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.66094,-0.024953734,0.873,78.114,1.951714634
1086,FC(F)([*])C(F)(F)C(F)(F)C(F)(F)CC[*],CC(=O)Oc1ccccc1,1,0.405217974,1.07,136.15,2.104633868
1087,FC(F)([*])C(F)(F)C(F)(F)C(F)(F)CC[*],CCC=O,1,0.582326367,0.796,58.08,1.86311354
1088,FC(F)([*])C(F)(F)C(F)(F)C(F)(F)CC[*],CCCCCOC(C)=O,1,0.922051268,0.8719,130.187,2.174100942
1089,FC(F)([*])C(F)(F)C(F)(F)C(F)(F)CC[*],CCCOC(C)=O,1,1.038117283,0.883,102.133,2.063205385
1090,FC(F)([*])C(F)(F)C(F)(F)C(F)(F)CC[*],CCOC(=O)C(=O)OCC,1,0.896306221,1.073,146.142,2.134175325
1091,FC(F)([*])C(F)(F)C(F)(F)C(F)(F)CC[*],CCOC(=O)c1ccccc1,1,0.631627792,1.042,150.177,2.158735705
1092,FC(F)([*])C(F)(F)C(F)(F)C(F)(F)CC[*],Clc1ccccc1,1,-0.708961404,1.101,112.559,2.009592907
1093,FC(F)([*])C(F)(F)C(F)(F)C(F)(F)CC[*],Clc1ccccc1Cl,1,-0.75237353,1.301,147.004,2.053051856
1094,FC(F)([*])C(F)(F)C(F)(F)C(F)(F)CC[*],O=C1CCCCC1,1,-0.105399579,0.942,98.145,2.017817277
1095,FC(F)([*])C(F)(F)C(F)(F)C(F)(F)CC[*],O=Cc1ccccc1,1,0.560790063,1.04,106.124,2.008780272
1096,FC(F)([*])C(F)(F)C(F)(F)C(F)(F)CC[*],O=Cc1ccccc1O,1,0.457281249,1.162,122.123,2.021591336
1097,FC(F)([*])C(F)(F)C(F)(F)C(F)(F)CC[*],O=[N+]([O-])c1ccccc1,1,0.451285913,1.2,123.111,2.011115613
1098,O=C(C1=CC=C([*])C=C1)C1=CC=C(OC2=CC=C(O[*])C=C2)C=C1,CC(C)=O,1,0.353244688,0.784,58.08,1.869710545
1099,O=C(C1=CC=C([*])C=C1)C1=CC=C(OC2=CC=C(O[*])C=C2)C=C1,Cc1ccccc1,1,0.428042614,0.865,92.141,2.027436814
1100,O=C(C1=CC=C([*])C=C1)C1=CC=C(OC2=CC=C(O[*])C=C2)C=C1,ClC(Cl)Cl,1,0.943918564,1.48,119.378,1.906662583
1101,O=C(C1=CC=C([*])C=C1)C1=CC=C(OC2=CC=C(O[*])C=C2)C=C1,S=C=S,1,0.548202475,1.256,76.145,1.782651752
1102,O=C(C1=CC=C([*])C=C1)C1=CC=C(OC2=CC=C(O[*])C=C2)C=C1,c1ccccc1,1,0.594699789,0.873,78.114,1.951714634
1103,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],C1CCCCC1,1,0.582051994,0.773,84.162,2.036936553
1104,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CC#N,1,1.075192812,0.782,41.053,1.720138146
1105,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CCCCCC,1,0.129206358,0.656,86.178,2.118492571
1106,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CCO,1,1.473133551,0.787,46.069,1.767434053
1107,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CO,1,1.478745371,0.787,32.042,1.609744884
1108,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],Cc1cc(C)cc(C)c1,1,0.853661715,0.861,120.195,2.14488325
1109,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],Cc1cccc(C)c1,1,0.999422004,0.861,106.168,2.090990485
1110,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],Cc1ccccc1,1,1.147116481,0.865,92.141,2.027436814
1111,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],Clc1ccccc1,1,1.297211005,1.101,112.559,2.009592907
1112,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],c1ccccc1,1,1.277913916,0.873,78.114,1.951714634
1113,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.003569722,-1.697672937,0.784,58.08,1.869710545
1114,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.027910278,-0.79738642,0.784,58.08,1.869710545
1115,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.028696389,-0.795927279,0.784,58.08,1.869710545
1116,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.050805556,-0.628745722,0.784,58.08,1.869710545
1117,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.0510075,-0.623753093,0.784,58.08,1.869710545
1118,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.072915,-0.52047996,0.784,58.08,1.869710545
1119,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.073913333,-0.516804463,0.784,58.08,1.869710545
1120,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.096437778,-0.461874736,0.784,58.08,1.869710545
1121,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.096723611,-0.462589091,0.784,58.08,1.869710545
1122,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.120978611,-0.405668134,0.784,58.08,1.869710545
1123,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.121542222,-0.407046428,0.784,58.08,1.869710545
1124,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.148176944,-0.358887244,0.784,58.08,1.869710545
1125,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.148417222,-0.358309487,0.784,58.08,1.869710545
1126,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.173714167,-0.326125372,0.784,58.08,1.869710545
1127,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.174187778,-0.324433589,0.784,58.08,1.869710545
1128,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.204891944,-0.271050848,0.784,58.08,1.869710545
1129,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.205897222,-0.269901532,0.784,58.08,1.869710545
1130,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.021132652,-1.879185798,0.783,60.096,1.885083804
1131,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.02567,-1.967151088,0.783,60.096,1.885083804
1132,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.052296579,-1.546933794,0.783,60.096,1.885083804
1133,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.060133663,-1.495731178,0.783,60.096,1.885083804
1134,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.075536989,-1.412109086,0.783,60.096,1.885083804
1135,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.10822,-1.536457414,0.783,60.096,1.885083804
1136,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.15659892,-1.144776178,0.783,60.096,1.885083804
1137,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.171754119,-1.11090384,0.783,60.096,1.885083804
1138,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.20802,-1.202245047,0.783,60.096,1.885083804
1139,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.214923706,-1.028687393,0.783,60.096,1.885083804
