,PCE,Jsc,Voc,FF,smiles_donor,smiles_acceptor,smiles_canonical,Inverted?,Solvent,DIO?,Processing_Technique,TA?,SVA?,TA,SVA,thickness_nm,blend_ratio,Molecular_Weight,DOI
206,5.72,10.8,0.79,0.670,[*]c1cc2c(-c3ccc(-c4ccc(SCCC(CCCCCC)CCCCCCCC)cc4)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(-c4ccc(SCC(CCCCCC)CCCCCCCC)cc4)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(-c3ccc(-c4ccc(SCCC(CCCCCC)CCCCCCCC)cc4)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(-c4ccc(SCC(CCCCCC)CCCCCCCC)cc4)s3)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,"98% chlorobenzene (CB) + 2% 1,8-diiodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,110,1,,10.1016/j.orgel.2017.06.011
207,5.03,9.98,0.8,0.630,[*]c1cc2c(-c3ccc(-c4ccc(SCCC(CCCCCC)CCCCCCCC)cc4)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(-c4ccc(SCC(CCCCCC)CCCCCCCC)cc4)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(-c3ccc(-c4ccc(SCCC(CCCCCC)CCCCCCCC)cc4)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(-c4ccc(SCC(CCCCCC)CCCCCCCC)cc4)s3)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,"97% chlorobenzene (CB) + 3% 1,8-diiodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,110,1,,10.1016/j.orgel.2017.06.011
208,4.05,8.7,0.83,0.560,[*]c1cc2c(-c3ccc(-c4ccc(SCCC(CCCCCC)CCCCCCCC)cc4)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(-c4ccc(SCC(CCCCCC)CCCCCCCC)cc4)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(-c3ccc(-c4ccc(SCCC(CCCCCC)CCCCCCCC)cc4)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(-c4ccc(SCC(CCCCCC)CCCCCCCC)cc4)s3)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,chlorobenzene (CB),FALSE,spin coating,FALSE,FALSE,,,110,0.6666666666666666,,10.1016/j.orgel.2017.06.011
209,6.35,12.41,0.78,0.650,[*]c1cc2c(-c3ccc(-c4ccc(SCCC(CCCCCC)CCCCCCCC)cc4)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(-c4ccc(SCC(CCCCCC)CCCCCCCC)cc4)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(-c3ccc(-c4ccc(SCCC(CCCCCC)CCCCCCCC)cc4)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(-c4ccc(SCC(CCCCCC)CCCCCCCC)cc4)s3)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,"99% chlorobenzene (CB) + 1% 1,8-diiodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,110,0.6666666666666666,,10.1016/j.orgel.2017.06.011
210,7.06,12.6,0.8,0.700,[*]c1cc2c(-c3ccc(-c4ccc(SCCC(CCCCCC)CCCCCCCC)cc4)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(-c4ccc(SCC(CCCCCC)CCCCCCCC)cc4)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(-c3ccc(-c4ccc(SCCC(CCCCCC)CCCCCCCC)cc4)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(-c4ccc(SCC(CCCCCC)CCCCCCCC)cc4)s3)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,"98% chlorobenzene (CB) + 2% 1,8-diiodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,110,0.6666666666666666,,10.1016/j.orgel.2017.06.011
211,6.58,11.55,0.8,0.710,[*]c1cc2c(-c3ccc(-c4ccc(SCCC(CCCCCC)CCCCCCCC)cc4)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(-c4ccc(SCC(CCCCCC)CCCCCCCC)cc4)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(-c3ccc(-c4ccc(SCCC(CCCCCC)CCCCCCCC)cc4)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(-c4ccc(SCC(CCCCCC)CCCCCCCC)cc4)s3)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,"97% chlorobenzene (CB) + 3% 1,8-diiodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,110,0.6666666666666666,,10.1016/j.orgel.2017.06.011
212,3.29,8.29,0.602,0.661,[*]c1cc(CCCCCC)c([*])s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,[*]c1cc(CCCCCC)c([*])s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,FALSE,o-dichlorobenzene (DCB),FALSE,spin coating,TRUE,FALSE,TA 150°C for 10 minutes,,230,1,,10.1002/pola.28887
213,0.43,2.08,0.752,0.274,[*]c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)s1)(c1ccc(CCCCCC)s1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)s1)(c1ccc(CCCCCC)s1)c1c-2sc2cc(-c3sc(-c4ccc(-c5c(=O)n6c7ccccc7c7c(-c8ccc(-c9cc(CC(CCCCCCCC)CCCCCCCCCC)c([*])s9)s8)c(=O)n8c9ccccc9c5c8c76)s4)cc3CC(CCCCCCCC)CCCCCCCCCC)sc12,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,[*]c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)s1)(c1ccc(CCCCCC)s1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)s1)(c1ccc(CCCCCC)s1)c1c-2sc2cc(-c3sc(-c4ccc(-c5c(=O)n6c7ccccc7c7c(-c8ccc(-c9cc(CC(CCCCCCCC)CCCCCCCCCC)c([*])s9)s8)c(=O)n8c9ccccc9c5c8c76)s4)cc3CC(CCCCCCCC)CCCCCCCCCC)sc12.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,FALSE,o-dichlorobenzene (DCB),FALSE,spin coating,TRUE,FALSE,TA 150°C for 10 minutes,,230,1,38394,10.1002/pola.28887
214,0.27,0.88,0.738,0.443,[*]c1cc(CCCCCC)c([*])s1,[*]c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)s1)(c1ccc(CCCCCC)s1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)s1)(c1ccc(CCCCCC)s1)c1c-2sc2cc(-c3sc(-c4ccc(-c5c(=O)n6c7ccccc7c7c(-c8ccc(-c9cc(CC(CCCCCCCC)CCCCCCCCCC)c([*])s9)s8)c(=O)n8c9ccccc9c5c8c76)s4)cc3CC(CCCCCCCC)CCCCCCCCCC)sc12,[*]c1cc(CCCCCC)c([*])s1.[*]c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)s1)(c1ccc(CCCCCC)s1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)s1)(c1ccc(CCCCCC)s1)c1c-2sc2cc(-c3sc(-c4ccc(-c5c(=O)n6c7ccccc7c7c(-c8ccc(-c9cc(CC(CCCCCCCC)CCCCCCCCCC)c([*])s9)s8)c(=O)n8c9ccccc9c5c8c76)s4)cc3CC(CCCCCCCC)CCCCCCCCCC)sc12,FALSE,o-dichlorobenzene (DCB),FALSE,spin coating,TRUE,FALSE,TA 150°C for 10 minutes,,230,1,,10.1002/pola.28887
215,5.44,10.85,0.84,0.597,[*]c1ccc2c3ccc(-c4ccc(-c5ccc(-c6ccc([*])s6)c6nsnc56)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1ccc2c3ccc(-c4ccc(-c5ccc(-c6ccc([*])s6)c6nsnc56)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,"1, 2-dichlorobenzene (DCB)",FALSE,spin coating,TRUE,FALSE,TA at 70°C for 30 minutes in nitrogen environment,,,0.25,,10.1016/j.jcis.2018.10.013
216,7.05,12.4,0.89,0.6385000000000001,[*]c1ccc2c3ccc(-c4ccc(-c5ccc(-c6ccc([*])s6)c6nsnc56)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1ccc2c3ccc(-c4ccc(-c5ccc(-c6ccc([*])s6)c6nsnc56)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,"1, 2-dichlorobenzene (DCB)",FALSE,spin coating,TRUE,FALSE,TA at 70°C for 30 minutes in nitrogen environment,,,0.25,,10.1016/j.jcis.2018.10.013
217,3.57,9.24,0.67,0.570,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,TRUE,"97% chlorobenzene (CB) + 3% 1,8-diodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,,0.6666666666666666,,10.1007/s10854-018-0127-5
218,3.93,10.32,0.7,0.540,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,TRUE,"97% chlorobenzene (CB) + 3% 1,8-diodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,,0.6666666666666666,,10.1007/s10854-018-0127-5
219,4.34,10.4,0.7,0.590,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,TRUE,"97% chlorobenzene (CB) + 3% 1,8-diodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,,0.6666666666666666,,10.1007/s10854-018-0127-5
220,4.57,10.81,0.71,0.590,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,TRUE,"97% chlorobenzene (CB) + 3% 1,8-diodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,,0.6666666666666666,,10.1007/s10854-018-0127-5
221,4.75,11.97,0.7,0.560,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,TRUE,"97% chlorobenzene (CB) + 3% 1,8-diodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,,0.6666666666666666,,10.1007/s10854-018-0127-5
222,4.76,11.65,0.7,0.580,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,TRUE,"97% chlorobenzene (CB) + 3% 1,8-diodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,,0.6666666666666666,,10.1007/s10854-018-0127-5
223,5.06,11.35,0.7,0.630,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,TRUE,"97% chlorobenzene (CB) + 3% 1,8-diodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,,0.6666666666666666,,10.1007/s10854-018-0127-5
224,5.66,12.75,0.72,0.620,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,TRUE,"97% chlorobenzene (CB) + 3% 1,8-diodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,,0.6666666666666666,,10.1007/s10854-018-0127-5
225,4.92,11.41,0.71,0.610,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(OCC(CC)CCCC)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(OCC(CC)CCCC)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,TRUE,"97% chlorobenzene (CB) + 3% 1,8-diodooctane (DIO)",TRUE,spin coating,FALSE,FALSE,,,,0.6666666666666666,,10.1007/s10854-018-0127-5
