,Index,Polymer Canonical SMILES,Solvent Canonical SMILES,Temperature,Weight Fraction of Solvent,Experimental Selector,Simulated Selector,Target Diffusivity Value(log10),source
174,174,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCO,308,0.143757553,1,0,-10.982967,ncomm(2023)
175,175,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCO,308,0.157018462,1,0,-11.033389,ncomm(2023)
176,176,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCO,308,0.06451344,1,0,-11.504456,ncomm(2023)
177,177,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCO,308,0.076694562,1,0,-11.326979,ncomm(2023)
178,178,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCO,308,0.089711721,1,0,-11.080399,ncomm(2023)
179,179,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCO,308,0.103105616,1,0,-10.866461,ncomm(2023)
180,180,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCO,308,0.115588618,1,0,-10.829738,ncomm(2023)
181,181,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCO,308,0.128225709,1,0,-10.657577,ncomm(2023)
182,182,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCO,308,0.140611123,1,0,-10.554396,ncomm(2023)
183,183,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCO,308,0.152543192,1,0,-10.518557,ncomm(2023)
184,184,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCO,308,0.059496782,1,0,-11.238072,ncomm(2023)
185,185,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCO,308,0.071776684,1,0,-11.005683,ncomm(2023)
186,186,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCO,308,0.084230332,1,0,-10.90309,ncomm(2023)
187,187,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCO,308,0.096655031,1,0,-10.643974,ncomm(2023)
188,188,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCO,308,0.10976858,1,0,-10.5867,ncomm(2023)
189,189,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCO,308,0.122344029,1,0,-10.485452,ncomm(2023)
190,190,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCO,308,0.13525235,1,0,-10.163676,ncomm(2023)
191,191,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCO,308,0.147958156,1,0,-9.9956786,ncomm(2023)
192,192,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCO,308,0.057929256,1,0,-10.970616,ncomm(2023)
193,193,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCO,308,0.070073918,1,0,-10.764472,ncomm(2023)
194,194,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCO,308,0.082702098,1,0,-10.623423,ncomm(2023)
195,195,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCO,308,0.095406703,1,0,-10.540608,ncomm(2023)
196,196,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCO,308,0.107667997,1,0,-10.429457,ncomm(2023)
197,197,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCO,308,0.11986787,1,0,-10.363512,ncomm(2023)
198,198,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCO,308,0.132270381,1,0,-10.125518,ncomm(2023)
199,199,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCO,308,0.144519173,1,0,-9.8297383,ncomm(2023)
200,200,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CO,308,0.053001953,1,0,-10.821023,ncomm(2023)
201,201,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CO,308,0.066250686,1,0,-10.812479,ncomm(2023)
202,202,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CO,308,0.079524091,1,0,-10.69037,ncomm(2023)
203,203,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CO,308,0.09297923,1,0,-10.50724,ncomm(2023)
204,204,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CO,308,0.106057099,1,0,-10.465974,ncomm(2023)
205,205,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CO,308,0.119863054,1,0,-10.308035,ncomm(2023)
206,206,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CO,308,0.133433091,1,0,-10.116907,ncomm(2023)
207,207,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CO,308,0.146356359,1,0,-9.9318141,ncomm(2023)
208,208,[*]c1ccc(C2(C)CC(C)(C)c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([*])C7=O)cc5C4=O)cc32)cc1,CC(C)O,298,0.141701364,1,0,-8.7925133,ncomm(2023)
209,209,[*]c1ccc(C2(C)CC(C)(C)c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([*])C7=O)cc5C4=O)cc32)cc1,CCCCO,298,0.170111081,1,0,-8.60206,ncomm(2023)
210,210,[*]c1ccc(C2(C)CC(C)(C)c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([*])C7=O)cc5C4=O)cc32)cc1,CCCO,298,0.164723901,1,0,-7.8860566,ncomm(2023)
211,211,[*]c1ccc(C2(C)CC(C)(C)c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([*])C7=O)cc5C4=O)cc32)cc1,CCO,298,0.160741101,1,0,-8.229148,ncomm(2023)
212,212,[*]c1ccc(C2(C)CC(C)(C)c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([*])C7=O)cc5C4=O)cc32)cc1,CCOC(C)=O,298,0.351901675,1,0,-8.3372422,ncomm(2023)
213,213,[*]c1ccc(C2(C)CC(C)(C)c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([*])C7=O)cc5C4=O)cc32)cc1,CO,298,0.163941386,1,0,-7.39794,ncomm(2023)
214,214,[*]c1ccc(C2(C)CC(C)(C)c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N([*])C7=O)cc5C4=O)cc32)cc1,Cc1ccccc1,298,0.242076717,1,0,-9,ncomm(2023)
215,215,[*]Oc1c(C)cc([*])cc1C,CCCCCCCCO,303,0.079038399,1,0,-7.30103,ncomm(2023)
216,216,[*]Oc1c(C)cc([*])cc1C,CCCCO,303,0.105978407,1,0,-7.0457575,npj(2025)
217,217,[*]Oc1c(C)cc([*])cc1C,CCCO,303,0.129324056,1,0,-6.7695511,ncomm(2023)
218,218,[*]Oc1c(C)cc([*])cc1C,CCO,303,0.167340218,1,0,-6.3187588,ncomm(2023)
219,219,[*]Oc1c(C)cc([*])cc1C,CO,303,0.120864323,1,0,-7.8894103,ncomm(2023)
220,220,[*]Oc1c(C)cc([*])cc1C,CO,303,0.13985105,1,0,-7.8507809,ncomm(2023)
221,221,[*]Oc1c(C)cc([*])cc1C,CO,303,0.154509978,1,0,-7.89279,ncomm(2023)
222,222,[*]Oc1c(C)cc([*])cc1C,CO,303,0.167425858,1,0,-7.9100949,ncomm(2023)
223,223,[*]Oc1c(C)cc([*])cc1C,CO,303,0.181893355,1,0,-7.9430951,ncomm(2023)
224,224,[*]Oc1c(C)cc([*])cc1C,CO,303,0.193921533,1,0,-7.9318141,ncomm(2023)
225,225,[*]Oc1c(C)cc([*])cc1C,CO,303,0.205243066,1,0,-7.924453,ncomm(2023)
226,226,[*]Oc1c(C)cc([*])cc1C,CO,298,0.23913334,1,0,-7.9586073,npj(2025)
227,227,[*]Oc1c(C)cc([*])cc1C,COC(C)(C)C,303,0.083297415,1,0,-7.19382,ncomm(2023)
228,228,[*]c1cc2c(cc1C)-c1c(C)cc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc1S2(=O)=O,CCCCCC,333,0.122137317,1,0,-6.4685211,ncomm(2023)
229,229,[*]c1cc2c(cc1C)-c1c(C)cc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc1S2(=O)=O,c1ccccc1,333,0.249504408,1,0,-7.4317983,ncomm(2023)
230,230,[*]C1C2CC(C)C(C2)C1[*],CO,303,0.000527095,1,0,-7.5421181,ncomm(2023)
231,231,[*]C1C2CC(C)C(C2)C1[*],CO,303,0.001110367,1,0,-7.5968795,npj(2025)
232,232,[*]C1C2CC(C)C(C2)C1[*],CO,303,0.004611545,1,0,-7.9706162,ncomm(2023)
233,233,[*]C1C2CC(C)C(C2)C1[*],CO,303,0.014389306,1,0,-8.08302,ncomm(2023)
234,234,[*]C1C2CC(C)C(C2)C1[*],CO,303,0.025013661,1,0,-8.0570004,ncomm(2023)
235,235,[*]C1C2CC(C)C(C2)C1[*],CO,303,0.043814071,1,0,-8.0190881,ncomm(2023)
236,236,[*]C1C2CC(C)C(C2)C1[*],CO,303,0.092788968,1,0,-7.4045038,ncomm(2023)
237,237,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,C1CCOC1,298,0.170284393,1,0,-8.455932,ncomm(2023)
238,238,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,C1CCOC1,298,0.189447323,1,0,-8.1732775,ncomm(2023)
239,239,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,C1CCOC1,298,0.251105328,1,0,-8.1129456,ncomm(2023)
240,240,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,C1CCOC1,298,0.313292128,1,0,-7.8507809,ncomm(2023)
241,241,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,C1CCOC1,298,0.324372509,1,0,-7.7235382,ncomm(2023)
242,242,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,C1COCCO1,298,0.27164237,1,0,-8.9788107,ncomm(2023)
243,243,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,C1COCCO1,298,0.338521222,1,0,-8.7644716,ncomm(2023)
244,244,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,C1COCCO1,298,0.380852428,1,0,-8.5833595,npj(2025)
245,245,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,C1COCCO1,298,0.409900859,1,0,-8.3819519,ncomm(2023)
246,246,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,C1COCCO1,298,0.439929499,1,0,-8.2533658,ncomm(2023)
247,247,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCC(C)C,298,0.089262436,1,0,-8.9430951,ncomm(2023)
248,248,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCC(C)C,298,0.109601619,1,0,-9.011441,ncomm(2023)
249,249,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCC(C)C,298,0.138891594,1,0,-8.90309,ncomm(2023)
250,250,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCC(C)C,298,0.157489996,1,0,-8.5767541,ncomm(2023)
251,251,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCC(C)C,298,0.174714799,1,0,-8.536107,ncomm(2023)
252,252,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCC(C)C,298,0.192666507,1,0,-8.617983,ncomm(2023)
253,253,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCC(C)C,298,0.206387954,1,0,-8.4225082,ncomm(2023)
254,254,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCC(C)C,298,0.219935711,1,0,-8.3809067,ncomm(2023)
255,255,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCC,298,0.122032373,1,0,-8.2240257,ncomm(2023)
256,256,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCC,298,0.125566781,1,0,-8.0277972,ncomm(2023)
257,257,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCC,298,0.142245726,1,0,-7.790485,ncomm(2023)
258,258,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCC,298,0.158070486,1,0,-7.7772835,ncomm(2023)
259,259,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCC,298,0.2101249,1,0,-7.5128616,ncomm(2023)
260,260,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCCC,298,0.147182763,1,0,-7.9625735,ncomm(2023)
261,261,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCCC,298,0.164720387,1,0,-7.844664,ncomm(2023)
262,262,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCCC,298,0.184671513,1,0,-7.7166988,ncomm(2023)
263,263,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCCC,298,0.212459763,1,0,-7.6420652,ncomm(2023)
264,264,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCCC,298,0.259627986,1,0,-7.4659739,ncomm(2023)
265,265,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCCC,298,0.266494831,1,0,-7.4867824,ncomm(2023)
266,266,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCCCC,298,0.127969683,1,0,-8.0824945,ncomm(2023)
267,267,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCCCC,298,0.158461628,1,0,-7.8326827,ncomm(2023)
268,268,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCCCC,298,0.186051184,1,0,-7.9318141,ncomm(2023)
269,269,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCCCC,298,0.225420413,1,0,-7.7166988,ncomm(2023)
270,270,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCCCC,298,0.269906106,1,0,-7.6289321,ncomm(2023)
271,271,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCO,298,0.142303732,1,0,-9.2132486,ncomm(2023)
272,272,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCO,298,0.169757591,1,0,-9.2132486,ncomm(2023)
273,273,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCO,298,0.206944644,1,0,-9.0078885,npj(2025)
274,274,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCO,298,0.240297455,1,0,-9.1402614,ncomm(2023)
275,275,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCO,298,0.263177862,1,0,-9.0141246,ncomm(2023)
276,276,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCO,298,0.279810113,1,0,-9.205512,ncomm(2023)
277,277,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCCO,298,0.300449148,1,0,-9.0675262,ncomm(2023)
278,278,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCO,298,0.169561595,1,0,-9.1463018,ncomm(2023)
279,279,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCO,298,0.220824405,1,0,-8.8477117,ncomm(2023)
280,280,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCCO,298,0.260079901,1,0,-8.8827287,ncomm(2023)
281,281,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCO,298,0.073607009,1,0,-8.5316527,ncomm(2023)
282,282,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCO,298,0.087097434,1,0,-8.8761484,ncomm(2023)
283,283,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCO,298,0.115578654,1,0,-8.6716204,ncomm(2023)
284,284,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCO,298,0.142623801,1,0,-8.5114493,ncomm(2023)
285,285,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCO,298,0.169663579,1,0,-8.756962,ncomm(2023)
286,286,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCO,298,0.21984547,1,0,-8.5058454,ncomm(2023)
287,287,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCO,298,0.24028583,1,0,-8.4989407,ncomm(2023)
288,288,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CCO,298,0.260607618,1,0,-8.8153086,ncomm(2023)
289,289,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CN(C)C=O,298,0.188880708,1,0,-9.1567672,ncomm(2023)
290,290,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CN(C)C=O,298,0.201956808,1,0,-8.924453,ncomm(2023)
291,291,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CN(C)C=O,298,0.225532795,1,0,-8.7258422,ncomm(2023)
292,292,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CN(C)C=O,298,0.24182862,1,0,-8.617983,ncomm(2023)
293,293,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CN(C)C=O,298,0.282330529,1,0,-8.5272436,ncomm(2023)
294,294,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CO,298,0.079997545,1,0,-7.7328283,ncomm(2023)
295,295,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CO,298,0.151034951,1,0,-7.7055338,ncomm(2023)
296,296,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CO,298,0.16957187,1,0,-7.8794261,ncomm(2023)
297,297,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,CO,298,0.193638497,1,0,-7.8507809,ncomm(2023)
298,298,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,Cc1ccc(C)cc1,298,0.235143106,1,0,-8.7077439,ncomm(2023)
299,299,[*]Oc1cc2c(cc1O[*])C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c([*])c([*])c(C#N)c1O3,Cc1ccc(C)cc1,298,0.261852618,1,0,-8.4534573,ncomm(2023)
