smiles_string,d_exp_CH4,d_exp_CO2,d_exp_H2,d_exp_He,d_exp_N2,d_exp_O2,d_sim_CH4,d_sim_CO2,d_sim_N2,d_sim_O2,p_exp_CH4,p_exp_CO2,p_exp_H2,p_exp_He,p_exp_N2,p_exp_O2,p_sim_CH4,p_sim_CO2,p_sim_N2,p_sim_O2,s_exp_CH4,s_exp_CO2,s_exp_H2,s_exp_He,s_exp_N2,s_exp_O2,s_sim_CH4,s_sim_CO2,s_sim_N2,s_sim_O2
[*]CCCCCCCCCC=CCCCCCCCCCC([*])COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,,,,,,,,,,-5.485452247,,,,,,,,,,-7.991399828,,,,,,,,,,-2.505487678
[*]CCCCCCCCCCCCC(=O)NCc1ccc(CNC([*])=O)cc1,,,,,,,,-5.886056648,,,,,,,,,,-7.325138859,,,,,,,,,,-1.439272987,,
[*]CCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCCNC([*])=O,,,,,,,,,-6.373659633,,,,,,,,,,-9.144480844,,,,,,,,,,-2.770592846,
[*]CCCCCCCCCCCCCCC(=O)Nc1ccc(C(=O)OCCCCOC(=O)c2ccc(NC([*])=O)cc2)cc1,,,,,,,,,,-6.364516253,,,,,,,,,,-8.747146969,,,,,,,,,,-2.382728362
[*]CCCCCCCCCCCCCCCC(=O)NCCc1ccc(CCNC([*])=O)cc1,,,,,,,-6.108462542,,,,,,,,,,,,,,,,,,,,,,,
[*]CCCCCCCCCCCN1C(=O)c2ccc(C(=O)Oc3ccc(C4(c5ccc(OC([*])=O)cc5)OC(=O)c5ccccc54)cc3)cc2C1=O,,,,,,,,,-6.583359493,,,,,,,,,,-8.943095149,,,,,,,,,,-2.360642822,
[*]CCCCCCCCCCNC([*])=O,,-7.718966633,-5.826813732,-5.455931956,,,,,,,,-10.0,-9.580044252,-9.552841969,,,,,,,,-2.281033375,-3.753230685,-4.096910013,,,-2.06921046,-1.425776134,-2.818888186,-2.514586095
[*]CCCCCCCCOCCCCC(=O)NCCCCCCNC([*])=O,,,,,,,,,-5.739928612,,,,,,,,,,-8.677780705,,,,,,,,,,-2.93841484,
[*]CCCCCCCC[Si](C)(C)O[Si]([*])(C)C,,,,,,,,,,,-7.443697499,-6.920818754,,-7.759450752,,-7.625251654,,,,,,,,,,,,,,
[*]CCCCCC[Si](C)(C)O[Si]([*])(C)C,,,,,,,,,,,-7.403402904,-6.882728704,,-7.71219827,,-7.576754126,,,,,,,,,,,,,,
[*]CCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N([*])C5=O,,,,,,,,,-7.097997109,,,,,,,,,,-9.000869459,,,,,,,,,,-1.90292061,
[*]CCCCCNC(=O)CCCCCC([*])=O,,,,,,,,,,,,-10.76955108,,,,-11.46852108,,,,,,,,,,,,,,
[*]CCCCCNC([*])=O,,,,,,,,,,,,-10.79588002,,,,-11.4202164,,,,,,,,,,,,,,
[*]CCCCCOC(=O)CCCCC(=O)OCCCCCC(=O)NCCCCCCNC([*])=O,,,,,,,-6.244887734,,,,,,,,,,-8.166215625,,,,,,,,,,-1.921310436,,,
[*]CCCCCOC([*])=O,,,,,,,,,,,-9.804100348,-8.774690718,-9.295849483,-9.261219442,-10.22914799,-9.779891912,,,,,,,,,,,,,,
[*]CCCCCOCCCCC[*],,,,,,,,-5.779891912,,,,,,,,,,-7.310691141,,,,,,,,,,-1.530453134,,
[*]CCCCCOc1ccc(C(=O)OCCCCCCOC([*])=O)cc1,,,,,,,,-6.255707017,,,,,,,,,,-7.638272164,,,,,,,,,,-1.381989411,,
[*]CCCCCSSCCCCC[*],,,,,,,,,,-5.642065153,,,,,,,,,,-8.218963061,,,,,,,,,,-2.576925583
[*]CCCCSC([*])=O,,,,,,,,,-5.995678626,,,,,,,,,,-8.906578315,,,,,,,,,,-2.909681623,
[*]CCCOC(=O)c1ccc(-c2ccc(C(=O)OCCCC(=O)Nc3ccc(NC([*])=O)cc3)cc2)cc1,,,,,,,,,,-6.274088368,,,,,,,,,,-8.625251654,,,,,,,,,,-2.350760775
[*]CCCOC(=O)c1ccc(C(=O)OCCCC(=O)NCCCCCCNC([*])=O)cc1,,,,,,,,,-6.341988603,,,,,,,,,,-9.178486472,,,,,,,,,,-2.83680343,
[*]CCCOC(=O)c1ccc(C(=O)OCCCC(=O)Nc2ccc(NC([*])=O)cc2)cc1,,,,,,,,,,-6.548213564,,,,,,,,,,-8.935542011,,,,,,,,,,-2.387059508
[*]CCC[Si]([*])(C)C,,,,,,,,,,,-9.075720714,,,,-9.522878745,-9.022276395,,,,,,,,,,,,,,
[*]CCN(C)C(=O)c1ccc(C(=O)N([*])C)cc1,,,,,,,,,,-6.503070352,,,,,,,,,,,,,,,,,,,,
[*]CCN([*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,,,,,-6.269217724,,,,,,,,,,-8.571865206,,,,,,,,,,-2.301962645,
[*]CCN([*])C(=O)CCCCCCCC,,,,,,,,,-5.559090918,,,,,,,,,,-8.304518324,,,,,,,,,,-2.745215627,
[*]CCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCC(=O)Nc3ccc(Oc5ccc(NC([*])=O)cc5)cc3)C4=O)cc2C1=O,,,,,,,,,,-6.59345982,,,,,,,,,,-8.590066877,,,,,,,,,,-1.996164362
[*]CCOc1cccc(C(=O)NNC(=O)c2cccc(C(=O)NNC([*])=O)c2)c1,,,,,,,,,-6.882728704,,,,,,,,,,-9.318758763,,,,,,,,,,-2.435664812,
[*]CCSCSCC[*],,,,,,,,,-5.612610174,,,,,,,,,,-8.527243551,,,,,,,,,,-2.914150587,
[*]CC[Si](C)(C)O[Si]([*])(C)C,,,,,,,,,,,-7.224025669,-6.725842151,,-7.565431096,,-7.404503778,,,,,,,,,,,,,,
[*]CC[Si](C)(C)c1ccc([Si](C)(C)CC[Si]([*])(C)C)cc1,,,,,,,,,,,-10.27572413,-9.396855627,,-8.974694135,-10.59006688,-9.954677021,,,,,,,,,,,,,,
[*]CCc1c(Cl)cc([*])cc1Cl,,,,,,,-6.876148359,,,,,-10.10623824,,,-11.56703071,-10.74232143,-8.408935393,,,,,,,,,,-1.532899479,,,
[*]CCc1ccc(CCC(=O)NCCCCCCNC([*])=O)cc1,,,,,,,-6.159266765,,,,,,,,,,,,,,,,,,,,,,,
[*]CCc1ccc([*])cc1,,,,,,,,,,,,-9.879426069,-9.607303047,-9.602059991,-11.30189945,-10.67366414,,,,,,,,,,,,,,
[*]CCc1ccc([*])cc1Br,,,,,,,,,,,,-11.4436975,-10.34486157,,-13.21467016,-11.61798296,,,,,,,,,,,,,,
[*]CCc1ccc([*])cc1C,,,,,,,,,,,,-10.57675413,-10.00261362,,-11.80410035,-11.24260397,,,,,,,,,,,,,,
[*]CCc1ccc([*])cc1C#N,,,,,,,,,,,,-10.5214335,-9.749579998,,,-11.04383157,,,,,,,,,,,,,,
[*]CCc1ccc([*])cc1CC,,,,,,,,,,,,-9.723538196,-9.36552273,,-11.04383157,-10.30103,,,,,,,,,,,,,,
[*]CCc1ccc([*])cc1Cl,,,,,,,,,,,,-11.04431225,-10.02733441,-9.931814138,-12.16304326,-11.34872199,,,,,,,,,,,,,,
[*]CCc1cccc([*])c1,,,,,,,,,,-5.679853714,,,,,,,,,,-8.155522824,,,,,,,,,,-2.47540969
[*]CN1C(=O)c2cc3c(cc2C1=O)S(=O)(=O)c1cc2c(cc1S3(=O)=O)C(=O)N(c1cc3c(cc1C)-c1cc(C)c([*])cc1S3(=O)=O)C2=O,,,,,,,,,,,-10.22914799,-8.619788758,,,-10.15490196,,,,,,,,,,,,,,,
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(Cc3ccc(-c5cc(C)c(-c6ccc([*])cc6C)cc5C)c(C)c3)C4=O)C(F)(F)F)cc2C1=O.CC(F)(F)F,,,,,,,,,,,-10.05551733,-8.494850022,-8.142667504,-8.148741651,-9.853871964,-9.142667504,,,,,,,,,,,,,,
[*]CN1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3cc5c(cc3C)-c3cc(C)c([*])cc3S5(=O)=O)C4=O)cc2C1=O,,,,,,,,,,,-10.63827216,-8.838631998,,,-10.43179828,-9.482804102,,,,,,,,,,,,,,
[*]COC(=O)CCCCC(=O)OCC([*])(C)C,,,,,,,,,,-6.159266765,,,,,,,,,,-8.634512015,,,,,,,,,,-2.474579658
[*]COC(=O)CCCCCCCCC(=O)OCC(=O)NCCCCCCNC([*])=O,,,,,,,,,,-6.106793247,,,,,,,,,,-8.661543506,,,,,,,,,,-2.555041804
[*]COC(=O)CCCCCCCCC(=O)OCC([*])(C)C,,,,,,,,,,-5.705533774,,,,,,,,,,-7.55129368,,,,,,,,,,-1.845836286
[*]COCC([*])(CS(=O)(=O)CCC)CS(=O)(=O)CCC,,,,,,,,-6.707743929,,,,,,,,,,-7.659555885,,,,,,,,,,-0.952599505,,
[*]COCC([*])O,,,,,,,,,,,,-11.92081875,-11.64206515,-11.26121944,,-12.4202164,,,,,,,,,,,,,,
[*]COC[*],,,,,,,,,,,-10.22184875,-8.920818754,-9.744727495,-9.769551079,-10.60205999,-10.16749109,,,,,,,,,,,,,,
[*]CO[*],,,,,,,,,,,,-10.34678749,,,-11.61978876,-11.04575749,,,,,,,,,,,,,,
[*]COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cccc(C([*])=O)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,,,,,,,,,,,-10.22402567,-8.448550002,-8.187086643,-8.178486472,-9.970616222,-9.170696227,,,,,,,,,,,,,,
[*]COc1ccc(OCCCCCCCCCOc2ccc(OCc3ccc([*])cc3)cc2)cc1,,,,,,,,,,-6.05207638,,,,,,,,,,-8.416801226,,,,,,,,,,-2.365129826
[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2ccc(NC([*])=O)cc2)ccc2ccccc12,,,,,,,-7.026872146,,,,,,,,,,-8.53313238,,,,,,,,,,-1.50663353,,,
[*]CS(=O)(=O)CC([*])(C)CC,,,,,,,,,-6.341035157,,,,,,,,,,-8.657577319,,,,,,,,,,-2.316187045,
[*]CSC(=O)Nc1ccc(Cc2ccc(NC(=O)SCC([*])(C)C)cc2)cc1,,,,,,,,,-6.910094889,,,,,,,,,,-9.26520017,,,,,,,,,,-2.354833765,
[*]C[*],,,,,,,-6.300162274,,,,-9.278189385,-8.793174124,,-9.248720896,-10.05158703,-9.549750892,-8.245651664,,,,,,,,,,-1.945693472,-1.504602029,-2.650104601,-2.401261021
[*]C[Si]([*])(C)C,,,,,,,,,,,-7.886056648,,,,-8.397940009,-8.004364805,,,,,,,,,,,,,,
[*]Cc1cc(C)c(-n2c(=O)c3cc4c(=O)n(-c5c(C)cc([*])cc5C)c(=O)c4cc3c2=O)c(C)c1,,,,,,,,,,,-9.085656843,-8.010550182,,-8.060480747,-9.149966742,-8.562249437,,,,,,,,,,,,,,
[*]Cc1cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)cc3C2=O)c(C)c1,,,,,,,,,,,-10.0872467,-8.649751982,,-8.49757288,-10.03952922,-9.325138859,,,,,,,,,,,,,,
[*]Cc1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,,,,,,,,,,,-9.838631998,-8.35753548,,-8.128427064,-9.671620397,-8.987162775,,,,,,,,,,,,,,
[*]Cc1cc(C)c(Oc2ccc(C(C)(C)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,,,,,,,,,,,-10.23882419,-8.823908741,-8.462180905,-8.537602002,-10.21395879,-9.48148606,,,,,,,,,,,,,,
[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,-8.494850022,-7.602059991,,,-7.958607315,-7.397940009,-8.841637508,-8.391473966,-8.104577454,-6.500312917,-10.09474395,-8.774690718,-8.642065153,-8.511449283,-9.89279003,-9.40560745,-10.24184538,-9.189095719,-10.2798407,-8.431798276,-1.59989393,-1.172630727,,,-1.934182702,-2.007667441,-1.400088743,-0.797825562,-2.175425063,-1.930902669
[*]Cc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([*])cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,,,,,,,,,,,-10.70333481,-9.057991947,,-8.454692884,-10.39147397,-9.600326279,,,,,,,,,,,,,,
[*]Cc1ccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc([*])cc5C)C6=O)cc4)cc3C2=O)c(C)c1,,,,,,,,,,,-11.67985371,-9.779891912,-9.106238238,,-11.44733178,-10.44611697,,,,,,,,,,,,,,
[*]Cc1ccc(NC(=O)OCCOC(=O)Nc2ccc([*])cc2C)c(C)c1,,,,,,,,,,-6.233587153,,,,,,,,,,-8.364516253,,,,,,,,,,-2.131232989
[*]Cc1ccc(OC(=O)CCC(C)CC(=O)Oc2ccc(CCC(=O)NC([*])C(=O)OC(C)CC)cc2)cc1,,,,,,,-6.197226275,,,,,,,,,,-8.191114133,,,,,,,,,,-1.993974637,,,
[*]Cc1ccc(OC([*])=O)cc1,,,,,,,-6.492144128,,,,,,,,,,-8.463441557,,,,,,,,,,-1.971581021,,,
[*]Cc1ccc(OCCOC([*])=O)cc1,,,,,,,-6.744727495,,,,,,,,,,-8.818156412,,,,,,,,,,-2.072427475,,,
[*]Cc1cccc(CN(C)C(=O)CCCCC(=O)N([*])C)c1,,,,,,,,,,-6.334419009,,,,,,,,,,-8.782516056,,,,,,,,,,-2.446952034
[*]N=P([*])(C)C,,,,,,,,,,,,-8.53165267,,,-9.896196279,-9.452225295,,,,,,,,,,,,,,
[*]N=P([*])(C)c1ccccc1,,,,,,,,,,,-10.15490196,-9.187086643,,,-10.22184875,-9.744727495,,,,,,,,,,,,,,
[*]N=P([*])(OCC(C)(C)C)OC(C)(C)C,-6.739928612,-6.400116928,-4.966576245,-4.591760035,-6.473660723,-6.075720714,,,,,-9.124360063,-8.312471039,-8.18243463,-8.220403509,-9.460923901,-8.812479279,,,,,-2.384431412,-1.912354107,-3.215858624,-3.628643936,-2.987263138,-2.736758644,,,,
[*]N=P([*])(OCC(C)C)OC(C)C,-5.612610174,-5.517126416,-4.581698709,-4.359518563,-5.482804102,-5.320572103,,,,,-8.005682847,-7.403402904,-7.777283529,-8.17327748,-8.498940738,-8.062482108,,,,,-2.39307267,-1.88627649,-3.195584534,-3.813758664,-3.016136562,-2.74191012,,,,
[*]N=P([*])(OCC(C)CC)OC(C)CC,-5.924453039,-5.76700389,-4.744727495,-4.476253533,-5.777283529,-5.555955204,,,,,-8.407823243,-7.752026734,-8.022276395,-7.974694135,-8.872895202,-8.390405591,,,,,-2.483370242,-1.985022852,-3.277548717,-3.49844097,-3.095611786,-2.834450321,,,,
[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,,,,,,,,,,,-8.238824187,-7.238072162,,-7.571865206,-8.284832642,-7.935542011,,,,,,,,,,,,,,
[*]N=P([*])(OCCC)OCCCC,-5.482804102,-5.450996738,-4.73754891,-4.571865206,-5.391473966,-5.292429824,,,,,-7.707743929,-7.189095719,-7.769551079,-8.07211659,-8.252588192,-7.89279003,,,,,-2.224939813,-1.738098985,-3.032002051,-3.500251076,-2.861114317,-2.600360193,,,,
[*]N=P([*])(Oc1ccc(Br)cc1)Oc1ccc(Br)cc1,,,,,,,,,,,-10.45593196,-9.387216143,,-9.236572006,-10.74472749,-10.04095861,,,,,,,,,,,,,,
[*]N=P([*])(Oc1ccc(C(C)(C)C)cc1)Oc1ccc(C(C)(C)C)cc1,,,,,,,,,,,-9.769551079,-8.769551079,-8.638272164,,-9.619788758,-9.086186148,,,,,,,,,,,,,,
[*]N=P([*])(Oc1ccccc1)Oc1ccccc1,,,,,,,,,,,-9.886056648,-8.958607315,-9.124938737,-8.987162775,-10.02227639,-9.66756154,,,,,,,,,,,,,,
[*]NC(=O)NCCCCCCNC(=O)Nc1cc([*])ccc1C,,,,,,,,,-6.684029655,,,,,,,,,,,,,,,,,,,,,
[*]NC(=O)OCCCCCCCCOC(=O)Nc1cc([*])ccc1C,,,,,,,-6.987162775,,,,,,,,,,-8.88941029,,,,,,,,,,-1.902828725,,,
[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,-9.070581074,-8.036212173,,-5.605548319,-8.408935393,-7.879426069,-9.330683119,-8.387216143,-9.228412519,-8.671620397,-11.06048075,-9.432973634,,-8.723538196,-10.76955108,-10.01322827,-10.57839607,-8.580044252,-11.22112553,-10.44611697,-1.989899678,-1.396761457,,-3.117989748,-2.360615721,-2.133802188,-1.247712387,-0.193013145,-1.992459863,-1.774995426
[*]NC(=O)c1ccc(C(=O)Nc2cc([*])cc(C(=O)OCCOc3ccc(C=CC(=O)c4ccccc4)cc3)c2)cc1,,,,,,,,-6.752026734,,,,,,,,,,,,,,,,,,,,,,
[*]NC(=O)c1ccc(Oc2cc(C(C)(C)C)c(Oc3ccc(C(=O)Nc4c(C)cc(Cc5cc(C)c([*])c(C(C)C)c5)cc4C(C)C)cc3)cc2C(C)(C)C)cc1,-8.356547324,-7.583359493,,,-7.785156152,-7.2069084,,,,,-9.91721463,-8.568636236,,-8.30980392,-9.928117993,-9.189095719,,,,,-1.560667306,-0.985276743,,,-2.142961838,-1.982187301,,,,
[*]NCCCCCCCCCCCCCCCCCCNC(=O)c1ccc(C([*])=O)cc1,,,,,,,-6.382999659,,,,,,,,,,-8.308918508,,,,,,,,,,-1.925480356,,,
[*]NCCCCCCCCCNC(=O)NCCCCCCCNC([*])=O,,,,,,,,,-6.200659451,,,,,,,,,,-8.966576245,,,,,,,,,,-2.765174821,
[*]NCCCCCCNC(=O)OCC=CCOC([*])=O,,,,,,,-6.381951903,,,,,,,,,,-8.460923901,,,,,,,,,,-2.078998533,,,
[*]NCCCCCNC(=O)c1ccc(C(=O)OCCCCCCCCCCCCCCOC(=O)c2ccc(C([*])=O)cc2)cc1,,,,,,,-6.438898616,,,,,,,,,,-8.333482019,,,,,,,,,,-1.89447166,,,
[*]NCCCNC(=O)c1cccc(C([*])=O)c1,,,,,,,,,-6.498940738,,,,,,,,,,-9.105130343,,,,,,,,,,-2.606393037,
[*]NCCSCCCCCSCCNC(=O)OCCCCOC([*])=O,,,,,,,-6.341988603,,,,,,,,,,-8.602059991,,,,,,,,,,-2.260102571,,,
[*]NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc(C([*])=O)cn2)s1,,,,,,,,,-6.688246139,,,,,,,,,,-8.59345982,,,,,,,,,,-1.905823194,
[*]Nc1c(Br)cc([*])cc1Br,,,,,,,-6.879426069,,,,,,,,,,,,,,,,,,,,,,,
[*]Nc1ccc(C(c2ccc(NC(=O)c3cc(C([*])=O)cc(-c4ccccc4)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,-10.1079054,-8.677780705,-8.37675071,-8.318758763,-9.920818754,-9.259637311,,,,,,,,,,,,,,
[*]Nc1ccc(C(c2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,-10.69897,-9.045757491,-8.537602002,-8.455931956,-10.37675071,-9.619788758,,,,,,,,,,,,,,
[*]Nc1ccc(C2(c3ccc(NC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,,,,,,,,,,,-10.26121944,-8.815308569,,-8.607303047,-10.28650946,-9.522878745,,,,,,,,,,,,,,
[*]Nc1ccc(C2(c3ccc(NC(=O)c4cccc(C([*])=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,,,,,,,,,,,-10.89279003,-9.27572413,,-8.801342913,-10.70553377,-9.920818754,,,,,,,,,,,,,,
[*]Nc1ccc(C=Cc2cccc(NC(=O)c3ccc(C([*])=O)cc3)c2)cc1,,,,,,,,-6.567030709,,,,,,,,,,,,,,,,,,,,,,
[*]Nc1ccc(Cc2ccc(N3C(=O)c4ccc(C([*])=O)cc4C3=O)cc2)cc1,,,,,,,,,,-6.798602876,,,,,,,,,,-8.643974143,,,,,,,,,,-1.845917814
[*]Nc1ccc(Cc2ccc(NC(=O)OCC#CC#CCOC([*])=O)cc2)cc1,,,,,,,,,-7.222573178,,,,,,,,,,-9.649751982,,,,,,,,,,-2.427169391,
[*]Nc1ccc(Cc2ccc(NC(=O)Oc3ccc4cccc(NC([*])=O)c4c3)cc2)cc1,,,,,,,,-7.152427341,,,,,,,,,,-7.692503962,,,,,,,,,,-0.539707551,,
[*]Nc1ccc(Cc2ccc(NC(=O)SCc3ccc(CSC([*])=O)cc3)cc2)cc1,,,,,,,,-6.809668302,,,,,,,,,,,,,,,,,,,,,,
[*]Nc1ccc(Cc2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)cc1,,,,,,,,,,,,-10.49485002,,-9.374687549,,-11.16115091,,,,,,,,,,,,,,
[*]Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(C(=O)Nc7ccc(C([*])=O)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,,,,,,,,,-5.453457337,,,,,,,,,,-7.28567024,,,,,,,,,,-1.832283534,
[*]Nc1ccc(NC(=O)c2ccc3[nH]c(-c4ccc(-c5nc6cc(C(=O)Nc7ccc(C([*])=O)cc7)ccc6[nH]5)cc4)nc3c2)cc1,,,,,,,,,,-6.266000713,,,,,,,,,,-8.254144805,,,,,,,,,,-1.98824539
[*]Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc5ccc(Oc6ccc(N7C(=O)c8ccc(C([*])=O)cc8C7=O)cc6)cc5c4)cc2)C3=O)cc1,,,,,,,,,-6.478861916,,,,,,,,,,-8.500312917,,,,,,,,,,-2.021011106,
[*]Nc1ccc(NC(=O)c2cccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5cccc(C([*])=O)c5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)cc1,,,,,,,-7.112945622,,,,,,,,,,-8.192464972,,,,,,,,,,-1.079493724,,,
[*]Nc1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)Nc5cccc(N6C(=O)c7ccc(C(=O)Nc8ccc(Oc9ccc(N%10C(=O)c%11ccc(C([*])=O)cc%11C%10=O)cc9)cc8)cc7C6=O)c5)cc4C3=O)cc2)cc1,,,,,,,,,,,-11.52287875,-10.08092191,-9.35261703,-9.257274869,-11.43179828,-10.67366414,,,,,,,,,,,,,,
[*]Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)cc3)cc2)cc1,,,,,,,-6.549750892,,,,,,,,,,-7.987162775,,,,,,,,,,-1.436741482,,,
[*]Nc1ccc(Oc2cccc3c(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc7c(N8C(=O)c9ccc(C([*])=O)cc9C8=O)cccc67)cc4)C5=O)cccc23)cc1,,,,,,,,,-6.91721463,,,,,,,,,,-8.688246139,,,,,,,,,,-1.771288303,
[*]Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccc(N8C(=O)c9ccc(C([*])=O)cc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)cc1,,,,,,,,,,-6.896196279,,,,,,,,,,-8.853871964,,,,,,,,,,-1.958151624
[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cc(C([*])=O)cc(-c4ccccc4)c3)cc2)cc1,,,,,,,,,,,-10.95860731,-9.494850022,-9.119186408,-9.0,-10.88605665,-10.12493874,,,,,,,,,,,,,,
[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc(Oc4nc(Oc5ccc(C([*])=O)cc5)nc(Sc5ccccc5)n4)cc3)cc2)cc1,,,,,,,,,-6.563837353,,,,,,,,,,-9.018634491,,,,,,,,,,-2.454897954,
[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)cc1,,,,,,,,,,,-11.85387196,-10.1079054,-9.366531544,-9.283996656,-11.50863831,-10.7212464,,,,,,,,,,,,,,
[*]Nc1ccc([*])cc1,,,,,,,,,,,,-10.04095861,-9.436518915,-9.381951903,-11.52287875,-10.7212464,,,,,,,,,,,,,,
[*]Nc1cccc(NC(=O)c2ccc(C(c3ccc(C([*])=O)cc3)(C(F)(F)F)C(F)(F)F)cc2)c1,,,,,,,,,,,-10.61978876,-9.075720714,-8.638272164,-8.508638306,-10.39794001,-9.657577319,,,,,,,,,,,,,,
[*]Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4cccc5c(Oc6ccc(N7C(=O)c8ccc(C([*])=O)cc8C7=O)cc6)cccc45)cc2)C3=O)c1,,,,,,,,-6.935542011,,,,,,,,,,-7.181774106,,,,,,,,,,-0.246536766,,
[*]Nc1cccc(OCCCCCOc2cccc(NC(=O)c3ccc(C([*])=O)cc3)c2)c1,,,,,,,,,,-6.294136288,,,,,,,,,,-8.527243551,,,,,,,,,,-2.233782778
[*]OC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3ccc([*])cc3C)cc2)cc1,,,,,,,-7.201349355,,,,,,,,,,-8.730487056,,,,,,,,,,-1.528346464,,,
[*]OC(=O)OC1C(C)(C)C([*])C1(C)C,-7.193820026,-6.772113295,,,-7.008773924,-6.575118363,,,,,,,,,,,,,,,,,,,,,,,,
[*]OC(=O)Oc1ccc(-c2ccc(OC(=O)OC3C(C)(C)C([*])C3(C)C)cc2)cc1,,,,,,,,,-6.896196279,,,,,,,,,,-9.301029996,,,,,,,,,,-2.405144118,
[*]OC(=O)Oc1ccc(C(=O)Oc2ccc3c(c2)C2(Cc4cc([*])ccc4C2(C)C)CC3(C)C)cc1,-8.110698297,-7.393618635,,-4.809668302,-7.586700236,-7.007446482,-7.619788758,-7.903089987,-8.369572125,-7.3400838,-9.943095149,-8.723538196,,-8.407823243,-10.0,-9.274905479,-9.003050752,-8.677780705,-10.51427857,-9.239577517,-1.832396864,-1.329919563,,-3.598155052,-2.413299748,-2.267459007,-1.383331811,-0.774638919,-2.144633874,-1.89972932
[*]OC(=O)Oc1ccc2c(c1)C1(CC(C)(C)c3ccc([*])cc31)CC2(C)C,,,,,,,,,,,-9.698970004,-8.522878745,-8.244125144,-8.30980392,-9.853871964,-9.15490196,,,,,,,,,,,,,,
[*]OC(=O)Oc1ccc2c(c1)C1(Cc3cc([*])ccc3C1(C)C)CC2(C)C,-7.769551079,-7.055517328,-5.48148606,-5.13667714,-7.568636236,-6.974694135,,,,,,,,,,,,,,,,,,,,,,,,
[*]OC(=O)Oc1cccc(C(=O)Oc2ccc3c(c2)C2(Cc4cc([*])ccc4C2(C)C)CC3(C)C)c1,-7.568636236,-6.920818754,,-4.931814138,-7.259637311,-6.752026734,,,,,,,,,,,,,,,,,,,,,,,,
